Strain,Genotype,Medium,Dilution,Measurement_Type,Time,Measurement_ID,Original_ID,Value,Original_Value,Unit,Original_Unit,Error,Original_Error,Source
BW25113,dpgi,GLC,NA,flux,SS,ICL,ICL,0.65562,14.7,mmol/h/gDW,% of glc uptake,0.07136,1.6,"(Usui, 2012)"
BW25113,pgi(100),GLC,NA,flux,SS,PPC,PPC,2.3077,47,mmol/h/gDW,% of glc uptake,0.09329,1.9,"(Usui, 2012)"
BW25113,pgi(50),GLC,NA,flux,SS,PPC,PPC,1.69918,37.1,mmol/h/gDW,% of glc uptake,0.0458,1,"(Usui, 2012)"
BW25113,pgi(20),GLC,NA,flux,SS,PPC,PPC,1.67295,28.5,mmol/h/gDW,% of glc uptake,0.09979,1.7,"(Usui, 2012)"
BW25113,pgi(0),GLC,NA,flux,SS,PPC,PPC,0.89197,19.1,mmol/h/gDW,% of glc uptake,0.10741,2.3,"(Usui, 2012)"
BW25113,dpgi,GLC,NA,flux,SS,PPC,PPC,1.8509,41.5,mmol/h/gDW,% of glc uptake,0.02676,0.6,"(Usui, 2012)"
BW25113,pgi(100),GLC,NA,flux,SS,PPCK,PPCK,0.71195,14.5,mmol/h/gDW,% of glc uptake,0.08838,1.8,"(Usui, 2012)"
BW25113,pgi(50),GLC,NA,flux,SS,PPCK,PPCK,0.90226,19.7,mmol/h/gDW,% of glc uptake,0.01832,0.4,"(Usui, 2012)"
BW25113,pgi(20),GLC,NA,flux,SS,PPCK,PPCK,1.00964,17.2,mmol/h/gDW,% of glc uptake,0.04696,0.8,"(Usui, 2012)"
BW25113,pgi(0),GLC,NA,flux,SS,PPCK,PPCK,1.0741,23,mmol/h/gDW,% of glc uptake,0.02802,0.6,"(Usui, 2012)"
BW25113,dpgi,GLC,NA,flux,SS,PPCK,PPCK,1.16406,26.1,mmol/h/gDW,% of glc uptake,0.0446,1,"(Usui, 2012)"
BW25113,pgi(100),GLC,NA,flux,SS,G6PDH2r,G6PDH2r,3.90836,79.6,mmol/h/gDW,% of glc uptake,0.07365,1.5,"(Usui, 2012)"
BW25113,pgi(50),GLC,NA,flux,SS,G6PDH2r,G6PDH2r,4.23192,92.4,mmol/h/gDW,% of glc uptake,0.05954,1.3,"(Usui, 2012)"
BW25113,pgi(20),GLC,NA,flux,SS,G6PDH2r,G6PDH2r,5.72912,97.6,mmol/h/gDW,% of glc uptake,0.11153,1.9,"(Usui, 2012)"
BW25113,pgi(0),GLC,NA,flux,SS,G6PDH2r,G6PDH2r,4.8101,103,mmol/h/gDW,% of glc uptake,0.03269,0.7,"(Usui, 2012)"
BW25113,dpgi,GLC,NA,flux,SS,G6PDH2r,G6PDH2r,5.129,115,mmol/h/gDW,% of glc uptake,0.0669,1.5,"(Usui, 2012)"
BW25113,pgi(100),GLC,NA,flux,SS,GND,GND,3.66286,74.6,mmol/h/gDW,% of glc uptake,0.05401,1.1,"(Usui, 2012)"
BW25113,pgi(50),GLC,NA,flux,SS,GND,GND,3.91132,85.4,mmol/h/gDW,% of glc uptake,0.06412,1.4,"(Usui, 2012)"
BW25113,pgi(20),GLC,NA,flux,SS,GND,GND,5.00711,85.3,mmol/h/gDW,% of glc uptake,0.09392,1.6,"(Usui, 2012)"
BW25113,pgi(0),GLC,NA,flux,SS,GND,GND,4.03488,86.4,mmol/h/gDW,% of glc uptake,0.08406,1.8,"(Usui, 2012)"
BW25113,dpgi,GLC,NA,flux,SS,GND,GND,4.18794,93.9,mmol/h/gDW,% of glc uptake,0.08028,1.8,"(Usui, 2012)"
BW25113,pgi(100),GLC,NA,flux,SS,RPI,RPI,1.473,30,mmol/h/gDW,% of glc uptake,0.02455,0.5,"(Usui, 2012)"
BW25113,pgi(50),GLC,NA,flux,SS,RPI,RPI,1.56636,34.2,mmol/h/gDW,% of glc uptake,0.02748,0.6,"(Usui, 2012)"
BW25113,pgi(20),GLC,NA,flux,SS,RPI,RPI,2.01341,34.3,mmol/h/gDW,% of glc uptake,0.02348,0.4,"(Usui, 2012)"
BW25113,pgi(0),GLC,NA,flux,SS,RPI,RPI,1.57846,33.8,mmol/h/gDW,% of glc uptake,0.03736,0.8,"(Usui, 2012)"
BW25113,dpgi,GLC,NA,flux,SS,RPI,RPI,1.67696,37.6,mmol/h/gDW,% of glc uptake,0.02676,0.6,"(Usui, 2012)"
BW25113,pgi(100),GLC,NA,flux,SS,RPE,RPE,2.18986,44.6,mmol/h/gDW,% of glc uptake,0.02946,0.6,"(Usui, 2012)"
BW25113,pgi(50),GLC,NA,flux,SS,RPE,RPE,2.48236,54.2,mmol/h/gDW,% of glc uptake,0.04122,0.9,"(Usui, 2012)"
BW25113,pgi(20),GLC,NA,flux,SS,RPE,RPE,2.98783,50.9,mmol/h/gDW,% of glc uptake,0.07631,1.3,"(Usui, 2012)"
BW25113,pgi(0),GLC,NA,flux,SS,RPE,RPE,2.45642,52.6,mmol/h/gDW,% of glc uptake,0.05137,1.1,"(Usui, 2012)"
BW25113,dpgi,GLC,NA,flux,SS,RPE,RPE,2.51098,56.3,mmol/h/gDW,% of glc uptake,0.05352,1.2,"(Usui, 2012)"
BW25113,pgi(100),GLC,NA,flux,SS,TKT1,TKT1,1.16367,23.7,mmol/h/gDW,% of glc uptake,0.01473,0.3,"(Usui, 2012)"
BW25113,pgi(50),GLC,NA,flux,SS,TKT1,TKT1,1.24576,27.2,mmol/h/gDW,% of glc uptake,0.0229,0.5,"(Usui, 2012)"
BW25113,pgi(20),GLC,NA,flux,SS,TKT1,TKT1,1.59077,27.1,mmol/h/gDW,% of glc uptake,0.03522,0.6,"(Usui, 2012)"
BW25113,pgi(0),GLC,NA,flux,SS,TKT1,TKT1,1.29359,27.7,mmol/h/gDW,% of glc uptake,0.02802,0.6,"(Usui, 2012)"
BW25113,dpgi,GLC,NA,flux,SS,TKT1,TKT1,1.33354,29.9,mmol/h/gDW,% of glc uptake,0.02676,0.6,"(Usui, 2012)"
BW25113,pgi(100),GLC,NA,flux,SS,TKT2,TKT2,1.02619,20.9,mmol/h/gDW,% of glc uptake,0.01473,0.3,"(Usui, 2012)"
BW25113,pgi(50),GLC,NA,flux,SS,TKT2,TKT2,1.0992,24,mmol/h/gDW,% of glc uptake,0.01832,0.4,"(Usui, 2012)"
BW25113,pgi(20),GLC,NA,flux,SS,TKT2,TKT2,1.39706,23.8,mmol/h/gDW,% of glc uptake,0.04696,0.8,"(Usui, 2012)"
BW25113,pgi(0),GLC,NA,flux,SS,TKT2,TKT2,1.16283,24.9,mmol/h/gDW,% of glc uptake,0.02335,0.5,"(Usui, 2012)"
BW25113,dpgi,GLC,NA,flux,SS,TKT2,TKT2,1.17744,26.4,mmol/h/gDW,% of glc uptake,0.02676,0.6,"(Usui, 2012)"
BW25113,pgi(100),GLC,NA,flux,SS,TALA,TALA,1.16367,23.7,mmol/h/gDW,% of glc uptake,0.01473,0.3,"(Usui, 2012)"
BW25113,pgi(50),GLC,NA,flux,SS,TALA,TALA,1.24576,27.2,mmol/h/gDW,% of glc uptake,0.0229,0.5,"(Usui, 2012)"
BW25113,pgi(20),GLC,NA,flux,SS,TALA,TALA,1.59077,27.1,mmol/h/gDW,% of glc uptake,0.03522,0.6,"(Usui, 2012)"
BW25113,pgi(0),GLC,NA,flux,SS,TALA,TALA,1.29359,27.7,mmol/h/gDW,% of glc uptake,0.02802,0.6,"(Usui, 2012)"
BW25113,dpgi,GLC,NA,flux,SS,TALA,TALA,1.33354,29.9,mmol/h/gDW,% of glc uptake,0.02676,0.6,"(Usui, 2012)"
BW25113,pgi(100),GLC,NA,flux,SS,EDD+EDA,EDD+EDA,0.2455,5,mmol/h/gDW,% of glc uptake,0.02946,0.6,"(Usui, 2012)"
BW25113,pgi(50),GLC,NA,flux,SS,EDD+EDA,EDD+EDA,0.3206,7,mmol/h/gDW,% of glc uptake,0.01374,0.3,"(Usui, 2012)"
BW25113,pgi(20),GLC,NA,flux,SS,EDD+EDA,EDD+EDA,0.72788,12.4,mmol/h/gDW,% of glc uptake,0.01761,0.3,"(Usui, 2012)"
BW25113,pgi(0),GLC,NA,flux,SS,EDD+EDA,EDD+EDA,0.77522,16.6,mmol/h/gDW,% of glc uptake,0.05137,1.1,"(Usui, 2012)"
BW25113,dpgi,GLC,NA,flux,SS,EDD+EDA,EDD+EDA,0.9366,21,mmol/h/gDW,% of glc uptake,0.02676,0.6,"(Usui, 2012)"
BW25113,eno(500),GLC,NA,flux,SS,GLCptspp,GLCptspp,7.6,100,mmol/h/gDW,% of glc uptake,NA,NA,"(Usui, 2012)"
BW25113,eno(200),GLC,NA,flux,SS,GLCptspp,GLCptspp,7.5,100,mmol/h/gDW,% of glc uptake,NA,NA,"(Usui, 2012)"
BW25113,eno(50),GLC,NA,flux,SS,GLCptspp,GLCptspp,8.3,100,mmol/h/gDW,% of glc uptake,NA,NA,"(Usui, 2012)"
BW25113,eno(500),GLC,NA,flux,SS,PGI,PGI,4.1,53.2,mmol/h/gDW,% of glc uptake,0.0,0.2,"(Usui, 2012)"
BW25113,eno(200),GLC,NA,flux,SS,PGI,PGI,4.1,54.8,mmol/h/gDW,% of glc uptake,0.1,1.7,"(Usui, 2012)"
BW25113,eno(50),GLC,NA,flux,SS,PGI,PGI,4.5,53.5,mmol/h/gDW,% of glc uptake,0.1,1.6,"(Usui, 2012)"
BW25113,eno(500),GLC,NA,flux,SS,PFK,PFK,5.9,77.5,mmol/h/gDW,% of glc uptake,0.0,0.4,"(Usui, 2012)"
BW25113,eno(200),GLC,NA,flux,SS,PFK,PFK,5.9,78.4,mmol/h/gDW,% of glc uptake,0.1,0.8,"(Usui, 2012)"
BW25113,eno(50),GLC,NA,flux,SS,PFK,PFK,6.5,78.1,mmol/h/gDW,% of glc uptake,0.0,0.4,"(Usui, 2012)"
BW25113,eno(500),GLC,NA,flux,SS,FBA,FBA,5.9,77.5,mmol/h/gDW,% of glc uptake,0.0,0.4,"(Usui, 2012)"
BW25113,eno(200),GLC,NA,flux,SS,FBA,FBA,5.9,78.4,mmol/h/gDW,% of glc uptake,0.1,0.8,"(Usui, 2012)"
BW25113,eno(50),GLC,NA,flux,SS,FBA,FBA,6.5,78.1,mmol/h/gDW,% of glc uptake,0.0,0.4,"(Usui, 2012)"
BW25113,eno(500),GLC,NA,flux,SS,TPI,TPI,5.9,77.5,mmol/h/gDW,% of glc uptake,0.0,0.4,"(Usui, 2012)"
BW25113,eno(200),GLC,NA,flux,SS,TPI,TPI,5.9,78.4,mmol/h/gDW,% of glc uptake,0.1,0.8,"(Usui, 2012)"
BW25113,eno(50),GLC,NA,flux,SS,TPI,TPI,6.5,78.1,mmol/h/gDW,% of glc uptake,0.0,0.4,"(Usui, 2012)"
BW25113,eno(500),GLC,NA,flux,SS,GAPD+PGK,GAPD+PGK,12.6,165,mmol/h/gDW,% of glc uptake,0.1,1.1,"(Usui, 2012)"
BW25113,eno(200),GLC,NA,flux,SS,GAPD+PGK,GAPD+PGK,12.6,166.5,mmol/h/gDW,% of glc uptake,0.1,1.3,"(Usui, 2012)"
BW25113,eno(50),GLC,NA,flux,SS,GAPD+PGK,GAPD+PGK,13.9,166.6,mmol/h/gDW,% of glc uptake,0.1,0.6,"(Usui, 2012)"
BW25113,eno(500),GLC,NA,flux,SS,PGM+ENO,PGM+ENO,11.8,155.2,mmol/h/gDW,% of glc uptake,0.1,1.6,"(Usui, 2012)"
BW25113,eno(200),GLC,NA,flux,SS,PGM+ENO,PGM+ENO,11.8,157,mmol/h/gDW,% of glc uptake,0.1,1.8,"(Usui, 2012)"
BW25113,eno(50),GLC,NA,flux,SS,PGM+ENO,PGM+ENO,13.2,157.7,mmol/h/gDW,% of glc uptake,0.1,1,"(Usui, 2012)"
BW25113,eno(500),GLC,NA,flux,SS,PYK,PYK,9.2,120.2,mmol/h/gDW,% of glc uptake,0.1,1.6,"(Usui, 2012)"
BW25113,eno(200),GLC,NA,flux,SS,PYK,PYK,9.0,120,mmol/h/gDW,% of glc uptake,0.1,1.8,"(Usui, 2012)"
BW25113,eno(50),GLC,NA,flux,SS,PYK,PYK,9.8,117.9,mmol/h/gDW,% of glc uptake,0.1,1,"(Usui, 2012)"
BW25113,eno(500),GLC,NA,flux,SS,PDH,PDH,8.6,113.2,mmol/h/gDW,% of glc uptake,0.1,1,"(Usui, 2012)"
BW25113,eno(200),GLC,NA,flux,SS,PDH,PDH,8.7,115.3,mmol/h/gDW,% of glc uptake,0.1,1.7,"(Usui, 2012)"
BW25113,eno(50),GLC,NA,flux,SS,PDH,PDH,9.3,111.8,mmol/h/gDW,% of glc uptake,0.2,2.6,"(Usui, 2012)"
BW25113,eno(500),GLC,NA,flux,SS,PTAr+ACKr,PTAr+ACKr,3.8,49.9,mmol/h/gDW,% of glc uptake,0.1,1.5,"(Usui, 2012)"
BW25113,eno(200),GLC,NA,flux,SS,PTAr+ACKr,PTAr+ACKr,4.2,55.7,mmol/h/gDW,% of glc uptake,0.5,6,"(Usui, 2012)"
BW25113,eno(50),GLC,NA,flux,SS,PTAr+ACKr,PTAr+ACKr,4.1,49.7,mmol/h/gDW,% of glc uptake,0.2,2,"(Usui, 2012)"
BW25113,eno(500),GLC,NA,flux,SS,CS,CS,2.6,34.3,mmol/h/gDW,% of glc uptake,0.5,6.4,"(Usui, 2012)"
BW25113,eno(200),GLC,NA,flux,SS,CS,CS,2.6,33.9,mmol/h/gDW,% of glc uptake,0.2,2.1,"(Usui, 2012)"
BW25113,eno(50),GLC,NA,flux,SS,CS,CS,3.6,43.2,mmol/h/gDW,% of glc uptake,0.5,5.4,"(Usui, 2012)"
BW25113,eno(500),GLC,NA,flux,SS,ICDHyr,ICDHyr,2.4,32.1,mmol/h/gDW,% of glc uptake,0.8,11.1,"(Usui, 2012)"
BW25113,eno(200),GLC,NA,flux,SS,ICDHyr,ICDHyr,2.5,33.5,mmol/h/gDW,% of glc uptake,0.2,2.9,"(Usui, 2012)"
BW25113,eno(50),GLC,NA,flux,SS,ICDHyr,ICDHyr,4.1,48.7,mmol/h/gDW,% of glc uptake,0.9,10.3,"(Usui, 2012)"
BW25113,eno(500),GLC,NA,flux,SS,AKDH+SUCOAS,AKDH+SUCOAS,1.8,24.1,mmol/h/gDW,% of glc uptake,0.9,11.5,"(Usui, 2012)"
BW25113,eno(200),GLC,NA,flux,SS,AKDH+SUCOAS,AKDH+SUCOAS,2.0,26,mmol/h/gDW,% of glc uptake,0.2,3.1,"(Usui, 2012)"
BW25113,eno(50),GLC,NA,flux,SS,AKDH+SUCOAS,AKDH+SUCOAS,3.5,41.4,mmol/h/gDW,% of glc uptake,0.9,10.6,"(Usui, 2012)"
BW25113,eno(500),GLC,NA,flux,SS,SUCDi+FUM,SUCDi+FUM,2.0,26.4,mmol/h/gDW,% of glc uptake,0.5,6.8,"(Usui, 2012)"
BW25113,eno(200),GLC,NA,flux,SS,SUCDi+FUM,SUCDi+FUM,2.0,26.3,mmol/h/gDW,% of glc uptake,0.2,2.1,"(Usui, 2012)"
BW25113,eno(50),GLC,NA,flux,SS,SUCDi+FUM,SUCDi+FUM,3.0,36,mmol/h/gDW,% of glc uptake,0.5,5.7,"(Usui, 2012)"
BW25113,eno(500),GLC,NA,flux,SS,ME1,ME1,1.0,12.9,mmol/h/gDW,% of glc uptake,0.1,0.9,"(Usui, 2012)"
BW25113,eno(200),GLC,NA,flux,SS,ME1,ME1,1.1,14.2,mmol/h/gDW,% of glc uptake,0.0,0.2,"(Usui, 2012)"
BW25113,eno(50),GLC,NA,flux,SS,ME1,ME1,1.0,12,mmol/h/gDW,% of glc uptake,0.1,1.1,"(Usui, 2012)"
BW25113,eno(500),GLC,NA,flux,SS,ICL,ICL,0.2,2.3,mmol/h/gDW,% of glc uptake,0.4,4.7,"(Usui, 2012)"
BW25113,eno(200),GLC,NA,flux,SS,ICL,ICL,0.0,0.3,mmol/h/gDW,% of glc uptake,0.2,2.2,"(Usui, 2012)"
BW25113,eno(50),GLC,NA,flux,SS,ICL,ICL,-0.5,-5.5,mmol/h/gDW,% of glc uptake,0.4,4.9,"(Usui, 2012)"
BW25113,eno(500),GLC,NA,flux,SS,PPC,PPC,2.6,34.5,mmol/h/gDW,% of glc uptake,0.3,3.6,"(Usui, 2012)"
BW25113,eno(200),GLC,NA,flux,SS,PPC,PPC,2.5,33.7,mmol/h/gDW,% of glc uptake,0.1,1.6,"(Usui, 2012)"
BW25113,eno(50),GLC,NA,flux,SS,PPC,PPC,3.3,39.7,mmol/h/gDW,% of glc uptake,0.2,2.3,"(Usui, 2012)"
BW25113,eno(500),GLC,NA,flux,SS,PPCK,PPCK,0.0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Usui, 2012)"
BW25113,eno(200),GLC,NA,flux,SS,PPCK,PPCK,0.0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Usui, 2012)"
BW25113,eno(50),GLC,NA,flux,SS,PPCK,PPCK,0.3,3.1,mmol/h/gDW,% of glc uptake,0.2,2.8,"(Usui, 2012)"
BW25113,eno(500),GLC,NA,flux,SS,G6PDH2r,G6PDH2r,3.5,45.4,mmol/h/gDW,% of glc uptake,0.0,0.2,"(Usui, 2012)"
BW25113,eno(200),GLC,NA,flux,SS,G6PDH2r,G6PDH2r,3.3,43.8,mmol/h/gDW,% of glc uptake,0.1,1.6,"(Usui, 2012)"
BW25113,eno(50),GLC,NA,flux,SS,G6PDH2r,G6PDH2r,3.8,45.2,mmol/h/gDW,% of glc uptake,0.1,1.7,"(Usui, 2012)"
BW25113,eno(500),GLC,NA,flux,SS,GND,GND,3.5,45.4,mmol/h/gDW,% of glc uptake,0.0,0.2,"(Usui, 2012)"
BW25113,eno(200),GLC,NA,flux,SS,GND,GND,3.3,43.8,mmol/h/gDW,% of glc uptake,0.1,1.6,"(Usui, 2012)"
BW25113,eno(50),GLC,NA,flux,SS,GND,GND,3.8,45.1,mmol/h/gDW,% of glc uptake,0.1,1.7,"(Usui, 2012)"
BW25113,eno(500),GLC,NA,flux,SS,RPI,RPI,1.6,20.4,mmol/h/gDW,% of glc uptake,0.0,0.3,"(Usui, 2012)"
BW25113,eno(200),GLC,NA,flux,SS,RPI,RPI,1.5,19.6,mmol/h/gDW,% of glc uptake,0.1,0.8,"(Usui, 2012)"
BW25113,eno(50),GLC,NA,flux,SS,RPI,RPI,1.7,19.8,mmol/h/gDW,% of glc uptake,0.0,0.4,"(Usui, 2012)"
BW25113,eno(500),GLC,NA,flux,SS,RPE,RPE,1.9,25,mmol/h/gDW,% of glc uptake,0.0,0.3,"(Usui, 2012)"
BW25113,eno(200),GLC,NA,flux,SS,RPE,RPE,1.8,24.2,mmol/h/gDW,% of glc uptake,0.1,0.9,"(Usui, 2012)"
BW25113,eno(50),GLC,NA,flux,SS,RPE,RPE,2.1,25.3,mmol/h/gDW,% of glc uptake,0.1,1.3,"(Usui, 2012)"
BW25113,eno(500),GLC,NA,flux,SS,TKT1,TKT1,1.1,13.9,mmol/h/gDW,% of glc uptake,0.0,0.3,"(Usui, 2012)"
BW25113,eno(200),GLC,NA,flux,SS,TKT1,TKT1,1.0,13.5,mmol/h/gDW,% of glc uptake,0.1,0.9,"(Usui, 2012)"
BW25113,eno(50),GLC,NA,flux,SS,TKT1,TKT1,1.2,13.9,mmol/h/gDW,% of glc uptake,0.1,1.3,"(Usui, 2012)"
BW25113,eno(500),GLC,NA,flux,SS,TKT2,TKT2,0.8,11.1,mmol/h/gDW,% of glc uptake,0.0,0.2,"(Usui, 2012)"
BW25113,eno(200),GLC,NA,flux,SS,TKT2,TKT2,0.8,10.8,mmol/h/gDW,% of glc uptake,0.0,0.4,"(Usui, 2012)"
BW25113,eno(50),GLC,NA,flux,SS,TKT2,TKT2,0.9,11.3,mmol/h/gDW,% of glc uptake,0.1,0.7,"(Usui, 2012)"
BW25113,eno(500),GLC,NA,flux,SS,TALA,TALA,1.1,13.9,mmol/h/gDW,% of glc uptake,0.0,0.1,"(Usui, 2012)"
BW25113,eno(200),GLC,NA,flux,SS,TALA,TALA,1.0,13.5,mmol/h/gDW,% of glc uptake,0.0,0.5,"(Usui, 2012)"
BW25113,eno(50),GLC,NA,flux,SS,TALA,TALA,1.2,13.9,mmol/h/gDW,% of glc uptake,0.1,0.6,"(Usui, 2012)"
BW25113,eno(500),GLC,NA,flux,SS,EDD+EDA,EDD+EDA,0.0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Usui, 2012)"
BW25113,eno(200),GLC,NA,flux,SS,EDD+EDA,EDD+EDA,0.0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Usui, 2012)"
BW25113,eno(50),GLC,NA,flux,SS,EDD+EDA,EDD+EDA,0.0,0.1,mmol/h/gDW,% of glc uptake,0.0,0.2,"(Usui, 2012)"